		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
101100000  253  248  242  220  265  241  255  252  5.533622 0.699312 SUCCESS  88
101100100  253  241  240  244  261  240  226  251  3.317843 0.912858 SUCCESS  89
101101000  270  236  250  234  223  254  234  269  9.056413 0.337559 SUCCESS  90
101101100  242  251  253  231  253  261  273  256  6.952906 0.541722 SUCCESS  91
101110000  224  257  271  230  256  240  236  242  7.291840 0.505498 SUCCESS  92
101110100  233  230  224  231  231  235  238  259  5.994359 0.647864 SUCCESS  93
101111000  237  252  228  239  247  229  229  255  4.165177 0.841921 SUCCESS  94
101111100  241  230  229  263  249  235  226  244  5.210575 0.734851 SUCCESS  95
110000000  254  250  257  195  239  230  231  240 13.244362 0.103714 SUCCESS  96
110000010  228  242  265  229  243  245  245  260  5.015689 0.755898 SUCCESS  97
110000100  219  228  252  243  256  234  252  218  8.230262 0.411307 SUCCESS  98
110001000  217  264  222  251  248  229  267  249 10.415325 0.237076 SUCCESS  99
110001010  252  229  286  235  253  259  248  266 12.375845 0.135206 SUCCESS 100
110010000  262  251  211  234  258  223  238  230 10.347539 0.241475 SUCCESS 101
110010010  230  248  280  239  234  249  244  226  8.399729 0.395428 SUCCESS 102
110010100  249  246  223  264  205  251  218  226 14.648819 0.066345 SUCCESS 103
110011000  239  245  256  242  223  227  236  227  5.386397 0.715591 SUCCESS 104
110011010  262  214  239  241  256  271  241  253  9.383696 0.310968 SUCCESS 105
110100000  227  232  260  239  249  234  254  262  5.346149 0.720019 SUCCESS 106
110100010  227  228  252  256  238  242  233  248  3.970290 0.859794 SUCCESS 107
110100100  267  239  228  287  230  258  243  235 13.236948 0.103953 SUCCESS 108
110101000  266  264  244  254  236  253  249  225  6.377778 0.604994 SUCCESS 109
110101010  251  214  220  214  253  264  254  231 13.505977 0.095586 SUCCESS 110
110101100  241  226  263  228  226  255  230  228  7.883915 0.444891 SUCCESS 111
110110000  251  261  237  218  270  258  276  242 12.489176 0.130676 SUCCESS 112
110110010  256  235  243  235  257  248  236  259  3.291364 0.914765 SUCCESS 113
110110100  279  225  249  256  243  263  242  258  9.750168 0.283001 SUCCESS 114
110111000  256  266  264  228  255  252  231  228  7.995127 0.433946 SUCCESS 115
110111010  262  222  240  242  279  211  261  247 14.561967 0.068244 SUCCESS 116
110111100  212  260  242  245  257  239  228  232  8.000423 0.433429 SUCCESS 117
111000000  264  241  273  235  239  233  228  240  7.409407 0.493172 SUCCESS 118
111000010  234  248  250  246  262  221  252  238  4.700057 0.789100 SUCCESS 119
111000100  221  274  246  240  238  261  239  218 10.502177 0.231532 SUCCESS 120
111000110  244  234  236  244  259  215  241  253  5.620473 0.689659 SUCCESS 121
111001000  256  253  216  253  261  241  260  217 10.048853 0.261614 SUCCESS 122
111001010  272  256  216  271  222  246  237  249 12.705246 0.122402 SUCCESS 123
111001100  238  256  268  243  230  243  246  221  6.307873 0.612788 SUCCESS 124
111010000  224  235  241  244  254  234  248  262  4.374892 0.821815 SUCCESS 125
111010010  244  247  235  272  242  263  232  241  5.872555 0.661505 SUCCESS 126
111010100  263  254  229  259  256  245  248  244  4.493519 0.810081 SUCCESS 127
111010110  236  243  275  222  239  254  230  256  8.364777 0.398673 SUCCESS 128
111011000  227  270  234  231  287  230  277  266 20.482714 0.008656 FAILURE 129
111011010  288  225  252  265  246  263  217  218 19.347286 0.013109 SUCCESS 130
111011100  247  252  239  239  250  243  216  228  5.124783 0.744160 SUCCESS 131
111100000  273  223  260  227  225  229  239  248 10.426976 0.236327 SUCCESS 132
111100010  237  233  234  233  232  250  245  250  2.616674 0.956068 SUCCESS 133
111100100  234  270  233  245  254  249  237  227  5.769816 0.672998 SUCCESS 134
111100110  233  229  234  253  259  257  240  235  4.326170 0.826562 SUCCESS 135
111101000  237  236  251  257  255  233  253  250  2.902649 0.940317 SUCCESS 136
111101010  257  263  229  233  255  253  259  237  5.692497 0.681632 SUCCESS 137
111101100  249  241  223  228  273  248  233  243  7.260065 0.508851 SUCCESS 138
111101110  252  211  240  234  260  244  219  234  9.594470 0.294650 SUCCESS 139
111110000  282  217  266  222  235  246  247  237 13.913756 0.084041 SUCCESS 140
111110010  240  257  231  233  243  233  242  225  4.127047 0.845483 SUCCESS 141
111110100  233  233  263  276  261  251  243  254  8.687823 0.369311 SUCCESS 142
111110110  274  240  224  218  265  241  227  244 11.591001 0.170406 SUCCESS 143
111111000  258  252  244  216  234  236  243  261  6.355536 0.607472 SUCCESS 144
111111010  242  233  256  249  255  260  259  263  5.257179 0.729768 SUCCESS 145
111111100  252  231  265  221  223  219  233  252 10.456633 0.234427 SUCCESS 146
111111110  251  233  228  224  235  225  234  248  5.942460 0.653677 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  253  251  259  235  247  237  222  241  4.189538 0.839630 SUCCESS   0
000000011  251  260  250  235  267  240  245  266  6.086507 0.637542 SUCCESS   1
000000101  242  229  227  261  240  248  230  236  4.697938 0.789319 SUCCESS   2
000000111  271  259  256  237  239  244  264  271  9.654843 0.290092 SUCCESS   3
000001001  219  230  240  238  211  252  234  241  9.137969 0.330791 SUCCESS   4
000001011  230  234  245  281  234  210  229  241 13.422302 0.098122 SUCCESS   5
000001101  226  243  233  247  282  227  249  252  9.640015 0.291206 SUCCESS   6
000001111  254  253  282  241  269  261  247  278 15.590419 0.048632 SUCCESS   7
000010001  239  242  251  241  237  257  245  244  1.292714 0.995639 SUCCESS   8
000010011  212  232  241  243  218  250  228  241  9.222703 0.323859 SUCCESS   9
000010101  235  238  261  238  238  264  235  225  5.612000 0.690602 SUCCESS  10
000010111  245  222  236  282  242  234  238  251  9.247063 0.321885 SUCCESS  11
000011001  238  222  241  236  241  255  230  258  4.757252 0.783178 SUCCESS  12
000011011  225  241  234  237  275  253  261  239  7.930518 0.440287 SUCCESS  13
000011101  252  244  263  235  234  222  236  253  5.246587 0.730925 SUCCESS  14
000011111  259  245  247  228  260  260  255  262  6.067442 0.639677 SUCCESS  15
000100011  259  252  235  250  253  243  242  258  2.872992 0.942073 SUCCESS  16
000100101  243  240  234  251  256  248  227  220  5.081357 0.748846 SUCCESS  17
000100111  222  241  220  241  257  260  220  233  9.382637 0.311052 SUCCESS  18
000101001  235  237  261  245  226  251  256  263  5.476426 0.705650 SUCCESS  19
000101011  236  249  247  241  230  265  237  221  5.628947 0.688716 SUCCESS  20
000101101  271  253  238  230  226  220  226  234 10.081688 0.259339 SUCCESS  21
000101111  265  235  232  261  248  222  243  246  6.186069 0.626398 SUCCESS  22
000110011  244  228  246  236  236  234  242  245  2.132634 0.976673 SUCCESS  23
000110101  253  239  215  230  240  239  235  262  6.773907 0.561211 SUCCESS  24
000110111  236  258  240  242  282  250  257  227  9.355099 0.313231 SUCCESS  25
000111001  269  237  252  233  241  221  253  249  6.365068 0.606410 SUCCESS  26
000111011  254  271  217  244  254  230  253  260  9.250241 0.321628 SUCCESS  27
000111101  256  254  264  273  236  249  246  239  6.723067 0.566785 SUCCESS  28
000111111  274  233  263  243  261  244  246  250  7.188041 0.516487 SUCCESS  29
001000011  238  236  258  226  249  285  243  258 10.646224 0.222561 SUCCESS  30
001000101  261  269  266  242  250  259  247  246  7.007983 0.535772 SUCCESS  31
001000111  272  275  248  265  229  232  263  258 13.157510 0.106544 SUCCESS  32
001001011  253  230  232  241  255  231  240  255  3.647244 0.887467 SUCCESS  33
001001101  227  239  239  213  246  216  225  246 10.500059 0.231666 SUCCESS  34
001001111  248  248  224  231  243  232  231  240  4.003124 0.856841 SUCCESS  35
001010011  255  234  271  232  241  261  268  241  8.322410 0.402627 SUCCESS  36
001010101  236  248  255  247  255  270  230  247  5.097244 0.747134 SUCCESS  37
001010111  225  251  242  265  220  262  232  237  8.272629 0.407302 SUCCESS  38
001011011  278  241  236  235  225  249  255  235  8.039612 0.429610 SUCCESS  39
001011101  239  236  245  274  253  236  253  277  9.701446 0.286609 SUCCESS  40
001011111  234  221  234  267  234  223  247  231  8.441037 0.391615 SUCCESS  41
001100101  235  198  232  230  226  263  248  251 13.999549 0.081777 SUCCESS  42
001100111  242  268  223  226  245  228  258  250  7.783294 0.454920 SUCCESS  43
001101011  207  265  232  236  253  259  250  248 10.068978 0.260218 SUCCESS  44
001101101  233  224  243  254  244  243  243  231  3.399399 0.906856 SUCCESS  45
001101111  228  266  246  242  261  244  263  251  6.079093 0.638373 SUCCESS  46
001110101  242  268  259  236  259  256  233  221  7.976062 0.435812 SUCCESS  47
001110111  253  278  216  238  234  236  245  295 20.388448 0.008962 FAILURE  48
001111011  255  232  262  249  244  238  244  247  2.772371 0.947820 SUCCESS  49
001111101  225  278  236  240  245  242  251  264  8.659225 0.371853 SUCCESS  50
001111111  272  230  237  236  262  228  252  240  7.422117 0.491847 SUCCESS  51
010000011  246  233  261  245  256  247  231  219  5.785703 0.671222 SUCCESS  52
010000111  265  228  258  238  239  256  240  275  8.741840 0.364540 SUCCESS  53
010001011  282  252  241  235  260  226  236  250  9.619890 0.292724 SUCCESS  54
010001111  237  251  250  268  246  251  240  258  4.079384 0.849891 SUCCESS  55
010010011  239  258  253  215  230  247  250  238  6.039904 0.642762 SUCCESS  56
010010111  240  242  231  264  231  228  242  230  5.190451 0.737040 SUCCESS  57
010011011  241  245  259  228  239  221  250  231  5.336616 0.721066 SUCCESS  58
010011111  253  256  245  240  240  222  242  249  3.272299 0.916126 SUCCESS  59
010100011  223  236  223  252  243  246  222  224  8.133878 0.420503 SUCCESS  60
010100111  250  240  262  224  237  233  242  263  5.555864 0.696843 SUCCESS  61
010101011  226  253  255  235  274  274  236  237 10.636691 0.223146 SUCCESS  62
010101111  210  253  252  247  244  265  220  217 12.994399 0.112042 SUCCESS  63
010110011  221  262  253  237  240  227  245  235  5.838662 0.665299 SUCCESS  64
010110111  251  238  249  233  235  237  224  238  3.426937 0.904785 SUCCESS  65
010111011  244  255  243  264  271  261  248  253  6.843812 0.553574 SUCCESS  66
010111111  229  236  233  258  236  233  239  226  4.896003 0.768632 SUCCESS  67
011000111  245  251  233  248  271  226  237  220  7.924163 0.440913 SUCCESS  68
011001111  241  275  239  223  228  245  266  249  9.314850 0.316436 SUCCESS  69
011010111  230  248  227  220  242  243  293  263 16.271463 0.038655 SUCCESS  70
011011111  279  239  261  249  233  234  246  253  7.878619 0.445416 SUCCESS  71
011101111  246  268  201  246  232  235  254  274 15.494034 0.050222 SUCCESS  72
011111111  272  230  220  238  279  237  275  227 17.411128 0.026102 SUCCESS  73
100000000  253  251  259  235  247  237  222  241  4.189538 0.839630 SUCCESS  74
100010000  226  231  267  212  245  276  240  224 14.806635 0.063016 SUCCESS  75
100100000  244  227  235  255  238  256  243  221  5.123724 0.744274 SUCCESS  76
100101000  255  216  256  252  231  241  250  248  5.693556 0.681514 SUCCESS  77
100110000  229  253  258  220  249  228  241  256  6.425441 0.599689 SUCCESS  78
100111000  234  245  219  239  265  265  241  264  8.630628 0.374407 SUCCESS  79
101000000  233  251  246  235  247  257  274  256  6.208311 0.623910 SUCCESS  80
101000100  269  238  254  227  261  259  262  245  7.936873 0.439661 SUCCESS  81
101001000  237  259  231  254  230  262  217  236  7.891329 0.444157 SUCCESS  82
101001100  245  241  252  244  239  229  237  243  1.608346 0.990759 SUCCESS  83
101010000  227  259  242  256  231  244  244  241  3.567806 0.893864 SUCCESS  84
101010100  261  255  249  257  239  249  236  254  3.415286 0.905664 SUCCESS  85
101011000  245  236  247  224  254  263  228  255  5.559042 0.696490 SUCCESS  86
101011100  260  239  248  242  225  275  226  238  8.400788 0.395330 SUCCESS  87
101100000  254  233  254  221  267  241  231  239  6.715653 0.567599 SUCCESS  88
101100100  272  231  254  246  281  227  246  245 11.471316 0.176397 SUCCESS  89
101101000  233  237  260  239  241  215  237  226  7.160503 0.519419 SUCCESS  90
101101100  227  251  251  236  241  241  232  250  2.774490 0.947703 SUCCESS  91
101110000  225  251  248  246  236  249  252  238  2.630443 0.955370 SUCCESS  92
101110100  227  229  240  254  226  217  283  243 13.614012 0.092398 SUCCESS  93
101111000  239  235  244  214  267  248  235  274 10.723543 0.217861 SUCCESS  94
101111100  282  239  264  282  228  233  257  221 18.533846 0.017562 SUCCESS  95
110000000  238  241  264  234  249  231  218  261  7.236763 0.511317 SUCCESS  96
110000010  253  243  231  246  250  254  244  233  2.167587 0.975438 SUCCESS  97
110000100  220  234  243  242  247  241  240  251  3.273358 0.916050 SUCCESS  98
110001000  248  257  230  222  248  248  246  234  4.261561 0.832787 SUCCESS  99
110001010  260  240  237  248  240  237  211  231  7.084243 0.527571 SUCCESS 100
110010000  277  219  246  267  247  257  220  233 13.212587 0.104741 SUCCESS 101
110010010  239  237  268  248  251  251  236  236  3.764812 0.877695 SUCCESS 102
110010100  255  235  239  243  206  259  255  234  9.001337 0.342183 SUCCESS 103
110011000  234  251  237  231  231  238  240  224  4.256265 0.833294 SUCCESS 104
110011010  236  279  246  229  268  242  234  227 10.527597 0.229929 SUCCESS 105
110100000  230  218  244  252  235  251  238  257  5.413936 0.712555 SUCCESS 106
110100010  270  266  257  231  253  247  271  253 10.058386 0.260952 SUCCESS 107
110100100  249  241  251  242  238  255  236  253  1.634825 0.990236 SUCCESS 108
110101000  217  261  217  240  240  228  234  246  9.135851 0.330966 SUCCESS 109
110101010  251  260  249  245  258  253  242  244  2.540414 0.959820 SUCCESS 110
110101100  224  248  248  216  247  259  237  250  6.528180 0.588284 SUCCESS 111
110110000  259  248  260  241  245  214  242  226  7.369159 0.497376 SUCCESS 112
110110010  244  226  250  243  262  243  252  260  4.232964 0.835517 SUCCESS 113
110110100  244  236  256  257  244  258  253  247  2.763898 0.948289 SUCCESS 114
110111000  250  253  230  236  232  244  273  238  5.919159 0.656287 SUCCESS 115
110111010  239  260  264  251  220  239  226  255  7.522738 0.481420 SUCCESS 116
110111100  241  240  222  223  261  241  226  262  8.071387 0.426528 SUCCESS 117
111000000  226  228  250  260  236  247  246  267  6.253856 0.618820 SUCCESS 118
111000010  220  235  247  244  244  244  232  257  4.178946 0.840628 SUCCESS 119
111000100  236  261  226  217  241  249  234  214 10.416385 0.237008 SUCCESS 120
111000110  256  247  236  225  241  251  236  249  3.083767 0.928991 SUCCESS 121
111001000  292  224  247  256  270  248  241  229 15.969601 0.042817 SUCCESS 122
111001010  259  240  257  243  231  227  235  230  4.887529 0.769527 SUCCESS 123
111001100  258  247  213  243  242  253  271  232  8.996041 0.342630 SUCCESS 124
111010000  230  231  252  239  242  259  268  260  6.388370 0.603814 SUCCESS 125
111010010  233  228  246  267  230  237  250  234  5.498669 0.703187 SUCCESS 126
111010100  233  283  232  252  245  245  230  234  9.098780 0.334032 SUCCESS 127
111010110  234  242  272  225  247  244  235  246  5.697793 0.681041 SUCCESS 128
111011000  245  271  245  260  250  213  235  252  9.000277 0.342273 SUCCESS 129
111011010  233  238  227  229  240  227  240  252  4.544359 0.804979 SUCCESS 130
111011100  250  242  227  249  244  239  269  252  4.504111 0.809022 SUCCESS 131
111100000  222  212  249  261  253  258  223  255 11.294435 0.185568 SUCCESS 132
111100010  241  237  245  230  273  232  231  212 10.362367 0.240508 SUCCESS 133
111100100  259  236  238  262  279  234  256  258  9.730044 0.284487 SUCCESS 134
111100110  257  269  213  249  237  227  273  248 12.582382 0.127049 SUCCESS 135
111101000  243  260  251  253  248  280  262  261  9.683440 0.287951 SUCCESS 136
111101010  237  281  236  259  216  223  230  248 13.343924 0.100551 SUCCESS 137
111101100  262  257  249  249  253  225  231  271  7.930518 0.440287 SUCCESS 138
111101110  243  239  251  240  218  247  265  273  8.694178 0.368748 SUCCESS 139
111110000  235  228  244  264  245  256  241  249  3.870728 0.868594 SUCCESS 140
111110010  289  234  238  242  252  231  256  241 10.775442 0.214750 SUCCESS 141
111110100  231  263  270  252  254  276  251  271 13.316386 0.101418 SUCCESS 142
111110110  253  231  230  261  218  237  249  278 11.184281 0.191475 SUCCESS 143
111111000  243  231  248  237  247  221  257  227  5.259297 0.729537 SUCCESS 144
111111010  235  247  272  261  245  262  227  246  7.500496 0.483716 SUCCESS 145
111111100  245  246  213  248  277  221  251  254 11.643960 0.167810 SUCCESS 146
111111110  272  230  220  238  279  237  275  227 17.411128 0.026102 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  237  252  236  254  237  252  249  284  8.485522 0.387534 SUCCESS   0
000000011  237  255  254  249  220  238  263  268  7.779057 0.455345 SUCCESS   1
000000101  213  242  255  243  265  259  237  221  9.894215 0.272529 SUCCESS   2
000000111  237  227  213  279  254  236  269  260 15.096846 0.057289 SUCCESS   3
000001001  255  250  235  244  229  245  250  247  2.153817 0.975929 SUCCESS   4
000001011  225  268  264  258  240  246  233  225  8.614740 0.375830 SUCCESS   5
000001101  240  267  272  237  254  206  275  244 16.405978 0.036924 SUCCESS   6
000001111  232  230  234  240  266  252  259  259  6.139465 0.631613 SUCCESS   7
000010001  241  241  228  223  215  267  239  224 10.712951 0.218500 SUCCESS   8
000010011  246  232  271  271  215  255  237  233 11.592061 0.170354 SUCCESS   9
000010101  239  245  248  227  232  216  247  238  5.588698 0.693194 SUCCESS  10
000010111  229  245  283  260  240  246  242  248  8.612622 0.376020 SUCCESS  11
000011001  258  236  265  277  232  255  255  263 10.654697 0.222042 SUCCESS  12
000011011  233  253  233  253  266  226  276  258 10.255391 0.247556 SUCCESS  13
000011101  267  252  234  256  246  250  239  273  7.316201 0.502933 SUCCESS  14
000011111  211  237  232  232  282  236  261  265 15.519454 0.049798 SUCCESS  15
000100011  234  252  247  233  232  256  247  237  2.726827 0.950314 SUCCESS  16
000100101  264  273  221  240  247  239  221  233 10.479935 0.232942 SUCCESS  17
000100111  251  235  269  253  227  251  221  231  7.946405 0.438723 SUCCESS  18
000101001  231  230  227  233  257  254  255  236  5.238114 0.731849 SUCCESS  19
000101011  233  231  244  222  222  225  248  236  7.295017 0.505163 SUCCESS  20
000101101  261  245  234  233  257  226  247  245  4.300750 0.829021 SUCCESS  21
000101111  235  234  262  279  218  220  237  226 14.257986 0.075284 SUCCESS  22
000110011  254  252  254  252  240  225  266  272  8.292753 0.405408 SUCCESS  23
000110101  266  231  228  243  264  248  249  245  5.705207 0.680214 SUCCESS  24
000110111  233  249  251  259  278  248  274  280 15.921938 0.043511 SUCCESS  25
000111001  243  254  262  239  236  238  234  235  3.109187 0.927320 SUCCESS  26
000111011  259  273  254  215  227  251  240  248 10.055208 0.261172 SUCCESS  27
000111101  218  249  239  226  247  247  248  212  9.001337 0.342183 SUCCESS  28
000111111  212  248  238  243  265  241  249  246  6.603381 0.579965 SUCCESS  29
001000011  253  220  236  262  225  237  255  277 11.277488 0.186467 SUCCESS  30
001000101  257  227  249  235  217  253  237  233  6.588553 0.581603 SUCCESS  31
001000111  248  262  242  238  238  263  253  243  3.602759 0.891070 SUCCESS  32
001001011  257  255  240  209  258  232  236  223 10.111344 0.257298 SUCCESS  33
001001101  248  222  247  243  225  268  237  235  6.710357 0.568181 SUCCESS  34
001001111  247  270  271  237  222  229  242  243  9.214229 0.324548 SUCCESS  35
001010011  250  229  214  237  252  281  254  240 11.684208 0.165860 SUCCESS  36
001010101  247  261  253  222  253  240  248  231  4.848340 0.773656 SUCCESS  37
001010111  242  258  264  214  240  244  251  227  7.868027 0.446467 SUCCESS  38
001011011  242  244  256  241  257  225  255  232  4.033840 0.854057 SUCCESS  39
001011101  239  244  248  236  238  235  230  246  1.826535 0.985876 SUCCESS  40
001011111  237  248  254  260  224  231  227  216  8.799035 0.359532 SUCCESS  41
001100101  244  245  250  243  241  275  267  241  6.493227 0.592159 SUCCESS  42
001100111  250  238  252  254  262  248  254  262  4.165177 0.841921 SUCCESS  43
001101011  238  247  249  236  269  256  247  269  6.449802 0.596981 SUCCESS  44
001101101  231  217  225  225  232  252  231  228  9.663316 0.289456 SUCCESS  45
001101111  260  225  262  227  248  220  279  256 13.493267 0.095967 SUCCESS  46
001110101  218  238  231  267  258  263  259  250  9.405939 0.309217 SUCCESS  47
001110111  259  256  220  243  243  238  234  236  4.884352 0.769862 SUCCESS  48
001111011  240  240  258  236  273  249  224  237  6.803564 0.557968 SUCCESS  49
001111101  257  225  252  224  258  250  250  249  5.439356 0.709749 SUCCESS  50
001111111  230  249  245  248  257  217  245  242  4.854695 0.772988 SUCCESS  51
010000011  232  260  237  219  281  218  243  241 13.279315 0.102594 SUCCESS  52
010000111  230  233  230  251  229  233  245  277  8.490818 0.387050 SUCCESS  53
010001011  285  253  233  239  232  232  244  246  9.308495 0.316944 SUCCESS  54
010001111  232  256  245  239  258  249  249  213  6.456157 0.596275 SUCCESS  55
010010011  268  243  260  251  235  241  268  242  6.516529 0.589575 SUCCESS  56
010010111  261  237  249  242  249  246  228  223  4.649217 0.794325 SUCCESS  57
010011011  237  228  249  243  239  255  236  231  3.044577 0.931529 SUCCESS  58
010011111  251  255  261  233  226  249  234  241  4.400312 0.819322 SUCCESS  59
010100011  253  222  260  224  252  243  249  231  6.289867 0.614798 SUCCESS  60
010100111  259  250  226  238  249  271  234  231  6.959261 0.541034 SUCCESS  61
010101011  238  252  258  226  242  243  243  239  2.770253 0.947938 SUCCESS  62
010101111  256  251  262  226  243  237  245  219  6.441328 0.597923 SUCCESS  63
010110011  231  260  240  231  236  264  254  248  5.029458 0.754423 SUCCESS  64
010110111  239  241  248  248  225  202  233  244  9.871972 0.274127 SUCCESS  65
010111011  222  252  237  231  248  250  249  257  4.294395 0.829633 SUCCESS  66
010111111  238  249  237  240  231  252  245  263  3.051992 0.931053 SUCCESS  67
011000111  234  227  232  218  258  248  233  243  6.600203 0.580316 SUCCESS  68
011001111  249  238  246  244  264  247  249  272  5.375806 0.716757 SUCCESS  69
011010111  261  238  240  239  267  253  245  266  6.129933 0.632680 SUCCESS  70
011011111  255  200  244  247  247  230  244  269 12.286875 0.138856 SUCCESS  71
011101111  265  256  233  267  262  233  242  244  7.082125 0.527799 SUCCESS  72
011111111  256  237  251  262  251  224  242  264  5.975294 0.649999 SUCCESS  73
100000000  237  252  236  254  237  252  249  284  8.485522 0.387534 SUCCESS  74
100010000  238  232  241  270  221  277  257  251 11.406706 0.179702 SUCCESS  75
100100000  235  224  242  241  264  231  278  230 10.239504 0.248617 SUCCESS  76
100101000  241  259  239  226  242  236  241  265  4.668282 0.792371 SUCCESS  77
100110000  252  241  256  274  237  259  266  253  8.196369 0.414527 SUCCESS  78
100111000  236  224  238  252  213  240  243  246  6.613973 0.578795 SUCCESS  79
101000000  260  267  265  252  251  255  242  238  6.272921 0.616690 SUCCESS  80
101000100  252  226  255  233  234  249  274  249  7.096953 0.526209 SUCCESS  81
101001000  253  224  217  252  252  237  227  258  7.965471 0.436850 SUCCESS  82
101001100  250  220  221  253  248  273  282  249 14.985634 0.059425 SUCCESS  83
101010000  269  259  240  230  257  242  243  228  6.304696 0.613142 SUCCESS  84
101010100  255  241  248  238  242  227  232  226  4.041254 0.853382 SUCCESS  85
101011000  214  249  263  243  263  233  255  232  8.617918 0.375545 SUCCESS  86
101011100  267  243  239  243  234  265  246  258  5.449947 0.708579 SUCCESS  87
101100000  232  265  261  243  243  225  255  218  8.628509 0.374596 SUCCESS  88
101100100  267  229  254  230  258  224  222  268 11.464961 0.176719 SUCCESS  89
101101000  261  242  229  227  242  234  252  246  4.168354 0.841623 SUCCESS  90
101101100  252  237  240  230  239  233  244  235  2.383657 0.966936 SUCCESS  91
101110000  254  272  250  248  235  239  262  236  6.012365 0.645847 SUCCESS  92
101110100  237  242  245  236  270  224  229  241  6.080152 0.638254 SUCCESS  93
101111000  249  262  253  263  237  251  255  226  5.605645 0.691309 SUCCESS  94
101111100  250  239  225  233  236  220  226  243  6.474162 0.594275 SUCCESS  95
110000000  253  255  237  253  235  250  247  264  3.591108 0.892005 SUCCESS  96
110000010  239  233  240  268  231  229  243  219  7.501555 0.483607 SUCCESS  97
110000100  247  250  262  240  218  271  212  231 12.660761 0.124067 SUCCESS  98
110001000  219  245  236  255  226  267  229  248  8.099985 0.423765 SUCCESS  99
110001010  253  261  237  239  265  241  253  243  4.093153 0.848622 SUCCESS 100
110010000  236  246  257  240  254  232  254  230  3.363387 0.909530 SUCCESS 101
110010010  237  253  260  234  226  220  237  244  6.123578 0.633391 SUCCESS 102
110010100  257  230  242  233  247  253  246  257  3.176973 0.922765 SUCCESS 103
110011000  252  251  248  266  232  257  250  256  4.622737 0.797032 SUCCESS 104
110011010  254  248  250  229  256  261  249  249  3.597463 0.891495 SUCCESS 105
110100000  235  242  256  246  244  240  245  239  1.170910 0.996921 SUCCESS 106
110100010  255  211  274  184  229  251  275  251 29.655106 0.000243 FAILURE 107
110100100  268  228  256  245  261  228  241  270  9.303199 0.317368 SUCCESS 108
110101000  261  253  220  266  268  229  249  230 10.363426 0.240439 SUCCESS 109
110101010  246  232  253  242  231  230  227  234  4.242496 0.834609 SUCCESS 110
110101100  199  261  234  226  250  242  252  241 12.129059 0.145538 SUCCESS 111
110110000  236  271  262  234  255  221  252  228  9.258714 0.320944 SUCCESS 112
110110010  238  216  234  236  240  238  254  285 11.946882 0.153590 SUCCESS 113
110110100  244  229  228  214  254  227  266  238  9.757582 0.282454 SUCCESS 114
110111000  236  261  254  252  259  242  244  232  3.741510 0.879660 SUCCESS 115
110111010  233  267  204  234  255  235  226  246 12.257218 0.140091 SUCCESS 116
110111100  227  270  258  272  234  225  248  214 14.078986 0.079730 SUCCESS 117
111000000  236  269  243  250  232  224  256  253  6.322701 0.611133 SUCCESS 118
111000010  261  257  231  239  216  231  247  239  6.977267 0.539087 SUCCESS 119
111000100  221  246  240  265  237  273  214  234 12.225443 0.141425 SUCCESS 120
111000110  264  199  229  238  255  251  243  253 12.469051 0.131471 SUCCESS 121
111001000  245  253  229  227  239  268  268  235  7.842607 0.448994 SUCCESS 122
111001010  268  250  247  235  276  251  224  256  9.767115 0.281753 SUCCESS 123
111001100  247  260  246  262  238  239  228  251  4.043373 0.853189 SUCCESS 124
111010000  233  244  282  260  236  251  255  262 10.004368 0.264719 SUCCESS 125
111010010  268  237  263  237  256  229  230  263  8.275807 0.407003 SUCCESS 126
111010100  234  247  216  250  259  233  221  237  7.909335 0.442376 SUCCESS 127
111010110  220  270  246  232  244  260  227  249  8.351008 0.399955 SUCCESS 128
111011000  238  237  250  236  252  244  239  238  1.332963 0.995147 SUCCESS 129
111011010  241  227  237  222  251  213  272  219 13.843851 0.085927 SUCCESS 130
111011100  235  259  249  267  278  244  264  244 10.143119 0.255124 SUCCESS 131
111100000  240  251  244  258  234  242  230  244  2.386834 0.966799 SUCCESS 132
111100010  255  253  228  232  265  240  235  223  6.720948 0.567018 SUCCESS 133
111100100  239  261  259  219  233  244  253  225  7.337384 0.500707 SUCCESS 134
