		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111000110  256  231  257  236  234  258  243  242  3.583694 0.892598 SUCCESS 121
111001000  236  263  253  239  253  260  230  231  5.210575 0.734851 SUCCESS 122
111001010  230  251  258  236  215  247  254  272  9.474784 0.303838 SUCCESS 123
111001100  218  236  264  255  251  251  213  262 11.204405 0.190384 SUCCESS 124
111010000  259  227  224  230  266  246  236  230  7.908275 0.442481 SUCCESS 125
111010010  245  270  225  260  250  239  230  265  8.406084 0.394840 SUCCESS 126
111010100  241  244  235  261  244  236  272  223  7.063060 0.529845 SUCCESS 127
111010110  222  234  248  280  252  247  228  255  9.924931 0.270334 SUCCESS 128
111011000  272  247  228  248  278  268  259  248 12.769855 0.120017 SUCCESS 129
111011010  256  276  235  246  256  228  260  215 11.630191 0.168482 SUCCESS 130
111011100  245  261  246  234  257  222  223  263  7.835193 0.449733 SUCCESS 131
111100000  242  228  251  230  228  272  244  228  7.661489 0.467215 SUCCESS 132
111100010  254  247  259  235  234  263  229  242  4.670400 0.792153 SUCCESS 133
111100100  231  240  246  239  265  239  224  249  4.702175 0.788882 SUCCESS 134
111100110  254  231  279  251  244  263  255  249  8.607326 0.376496 SUCCESS 135
111101000  249  234  233  207  261  256  247  217 11.854734 0.157804 SUCCESS 136
111101010  236  213  222  245  266  252  255  225 10.801922 0.213177 SUCCESS 137
111101100  262  211  241  270  259  239  241  255 10.471461 0.233481 SUCCESS 138
111101110  253  267  242  228  244  238  216  267  9.398524 0.309800 SUCCESS 139
111110000  246  232  253  247  233  250  245  256  2.277740 0.971291 SUCCESS 140
111110010  254  228  236  256  257  240  250  276  7.617004 0.471747 SUCCESS 141
111110100  242  232  245  236  263  270  253  240  5.676609 0.683404 SUCCESS 142
111110110  255  209  227  260  246  207  228  232 15.616898 0.048203 SUCCESS 143
111111000  252  246  256  226  222  252  225  246  6.168063 0.628413 SUCCESS 144
111111010  240  244  236  256  252  269  262  224  6.903125 0.547120 SUCCESS 145
111111100  229  247  250  245  216  255  240  260  6.145820 0.630902 SUCCESS 146
111111110  235  214  226  241  210  265  237  230 13.471024 0.096638 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  243  262  221  237  259  276  239  251  9.393229 0.310217 SUCCESS   0
000000011  259  252  233  248  257  259  243  246  3.448120 0.903179 SUCCESS   1
000000101  252  252  234  249  251  242  248  221  3.609114 0.890558 SUCCESS   2
000000111  230  233  239  285  254  271  263  233 14.066276 0.080054 SUCCESS   3
000001001  247  255  214  228  254  251  246  243  6.116164 0.634222 SUCCESS   4
000001011  258  243  259  222  259  214  252  223 10.768028 0.215193 SUCCESS   5
000001101  233  273  243  233  221  244  250  244  6.998450 0.536800 SUCCESS   6
000001111  227  269  221  261  242  266  250  238  9.687677 0.287635 SUCCESS   7
000010001  274  221  225  255  225  246  245  252  9.928108 0.270108 SUCCESS   8
000010011  258  251  212  230  271  269  270  251 14.951741 0.060091 SUCCESS   9
000010101  228  248  250  234  243  231  237  228  3.797646 0.874903 SUCCESS  10
000010111  243  252  218  220  236  192  261  236 18.902436 0.015390 SUCCESS  11
000011001  274  236  240  266  244  252  223  253  8.647574 0.372892 SUCCESS  12
000011011  220  246  267  222  237  254  231  233  8.653930 0.372325 SUCCESS  13
000011101  271  219  237  265  244  234  238  253  8.722775 0.366219 SUCCESS  14
000011111  232  265  264  266  238  250  238  246  6.648925 0.574940 SUCCESS  15
000100011  267  222  202  235  229  220  229  236 16.845532 0.031758 SUCCESS  16
000100101  227  248  240  265  251  232  245  257  4.753015 0.783619 SUCCESS  17
000100111  236  242  239  210  266  250  266  254  9.957765 0.268003 SUCCESS  18
000101001  233  261  235  238  239  266  218  237  7.487786 0.485030 SUCCESS  19
000101011  221  261  250  228  262  248  225  245  7.690087 0.464314 SUCCESS  20
000101101  263  224  257  241  244  261  236  223  7.345857 0.499818 SUCCESS  21
000101111  252  249  230  237  219  221  236  236  6.923250 0.544936 SUCCESS  22
000110011  245  235  241  258  233  272  231  249  5.859845 0.662928 SUCCESS  23
000110101  231  254  267  257  225  273  240  259 10.153711 0.254403 SUCCESS  24
000110111  239  241  249  230  239  229  248  243  2.248083 0.972446 SUCCESS  25
000111001  273  247  244  255  246  257  258  257  6.303636 0.613261 SUCCESS  26
000111011  259  238  249  232  245  224  242  237  3.773285 0.876977 SUCCESS  27
000111101  230  240  248  222  231  287  262  237 13.141623 0.107069 SUCCESS  28
000111111  251  240  229  257  229  244  257  244  3.615469 0.890046 SUCCESS  29
001000011  240  237  285  265  246  246  244  274 13.022996 0.111061 SUCCESS  30
001000101  236  252  257  255  227  264  249  240  4.834571 0.775102 SUCCESS  31
001000111  263  226  218  243  243  213  224  259 12.561199 0.127866 SUCCESS  32
001001011  252  242  249  238  260  213  251  232  6.536653 0.587345 SUCCESS  33
001001101  238  254  239  243  261  273  244  254  5.840780 0.665061 SUCCESS  34
001001111  244  224  219  237  277  221  251  222 13.724165 0.089244 SUCCESS  35
001010011  235  267  253  255  246  272  246  263  8.235558 0.410805 SUCCESS  36
001010101  250  228  250  250  259  219  238  206 11.469197 0.176504 SUCCESS  37
001010111  244  239  245  234  253  228  245  232  2.610319 0.956388 SUCCESS  38
001011011  272  238  267  214  227  271  245  250 13.964596 0.082693 SUCCESS  39
001011101  240  265  230  257  244  212  245  239  7.952761 0.438098 SUCCESS  40
001011111  283  244  247  221  211  227  233  222 17.192939 0.028162 SUCCESS  41
001100101  257  229  237  233  240  259  219  234  6.529239 0.588166 SUCCESS  42
001100111  254  233  247  266  251  264  227  251  6.316346 0.611842 SUCCESS  43
001101011  242  253  243  239  208  247  235  259  7.323615 0.502153 SUCCESS  44
001101101  243  256  279  260  244  249  242  226  8.335120 0.401438 SUCCESS  45
001101111  228  243  235  277  232  236  264  236  8.894361 0.351286 SUCCESS  46
001110101  280  213  234  252  248  208  256  263 17.953422 0.021578 SUCCESS  47
001110111  260  249  263  247  245  262  238  237  4.443738 0.815035 SUCCESS  48
001111011  245  221  257  217  245  258  247  247  6.977267 0.539087 SUCCESS  49
001111101  219  249  238  265  243  258  247  236  5.915981 0.656643 SUCCESS  50
001111111  265  248  235  284  258  260  265  227 13.970951 0.082526 SUCCESS  51
010000011  238  238  238  232  220  256  232  234  5.220108 0.733813 SUCCESS  52
010000111  250  241  265  261  251  231  234  244  4.604731 0.798866 SUCCESS  53
010001011  252  233  260  248  236  258  249  232  3.737273 0.880016 SUCCESS  54
010001111  251  237  220  252  232  260  274  252  8.878473 0.352651 SUCCESS  55
010010011  230  232  212  243  251  232  249  254  7.182746 0.517050 SUCCESS  56
010010111  236  236  252  250  248  202  218  235 11.794362 0.160617 SUCCESS  57
010011011  218  254  230  267  253  229  268  254 10.497940 0.231800 SUCCESS  58
010011111  257  242  229  265  287  244  256  213 16.026796 0.041998 SUCCESS  59
010100011  261  256  239  245  237  257  268  233  5.775112 0.672406 SUCCESS  60
010100111  233  228  278  255  260  267  250  244 10.419562 0.236804 SUCCESS  61
010101011  257  236  248  250  274  237  220  206 13.812076 0.086797 SUCCESS  62
010101111  250  251  263  231  253  223  234  234  5.678727 0.683168 SUCCESS  63
010110011  246  261  242  211  265  233  232  253  9.216348 0.324375 SUCCESS  64
010110111  261  250  256  230  200  284  243  263 19.295387 0.013357 SUCCESS  65
010111011  264  247  246  251  251  235  255  271  6.037785 0.642999 SUCCESS  66
010111111  264  228  248  236  227  198  265  211 19.869456 0.010841 SUCCESS  67
011000111  242  241  229  250  227  223  256  253  5.240232 0.731618 SUCCESS  68
011001111  268  250  268  269  263  271  246  249 12.282638 0.139032 SUCCESS  69
011010111  241  263  281  255  214  248  267  245 13.941295 0.083308 SUCCESS  70
011011111  242  248  262  265  249  257  247  270  6.957143 0.541264 SUCCESS  71
011101111  249  249  258  242  263  267  251  254  5.375806 0.716757 SUCCESS  72
011111111  285  262  236  262  245  266  251  237 12.511418 0.129803 SUCCESS  73
100000000  243  262  221  237  259  276  239  251  9.393229 0.310217 SUCCESS  74
100010000  266  227  250  249  253  270  234  270  9.957765 0.268003 SUCCESS  75
100100000  239  256  215  250  245  266  251  246  6.694469 0.569927 SUCCESS  76
100101000  225  272  248  243  241  241  242  257  5.714739 0.679150 SUCCESS  77
100110000  262  239  226  252  239  243  242  247  3.290304 0.914841 SUCCESS  78
100111000  238  260  240  242  239  229  259  253  3.669486 0.885645 SUCCESS  79
101000000  253  274  235  259  238  238  236  250  6.148998 0.630546 SUCCESS  80
101000100  218  260  244  260  239  230  254  264  8.070328 0.426631 SUCCESS  81
101001000  237  234  250  253  269  263  210  266 12.221206 0.141604 SUCCESS  82
101001100  240  270  241  244  231  262  238  257  5.894798 0.659015 SUCCESS  83
101010000  248  249  238  235  227  244  237  242  2.152758 0.975967 SUCCESS  84
101010100  246  231  240  252  249  225  265  232  5.198925 0.736119 SUCCESS  85
101011000  251  211  223  241  231  239  256  214 12.064449 0.148351 SUCCESS  86
101011100  234  247  263  277  261  244  268  238 10.338006 0.242099 SUCCESS  87
101100000  279  277  235  244  238  238  257  248 11.168394 0.192339 SUCCESS  88
101100100  261  232  234  240  274  210  248  268 13.529278 0.094890 SUCCESS  89
101101000  248  234  256  279  236  236  256  230  8.250387 0.409402 SUCCESS  90
101101100  266  250  257  234  252  243  233  262  5.456302 0.707876 SUCCESS  91
101110000  223  256  241  261  248  251  234  245  4.437383 0.815665 SUCCESS  92
101110100  232  255  212  218  237  240  252  233  9.462074 0.304826 SUCCESS  93
101111000  213  253  244  223  234  243  243  261  7.980299 0.435397 SUCCESS  94
101111100  271  231  267  247  223  239  238  240  8.274747 0.407103 SUCCESS  95
110000000  249  260  244  254  280  262  264  233 10.585851 0.226287 SUCCESS  96
110000010  266  247  226  221  235  228  227  228  9.518210 0.300481 SUCCESS  97
110000100  261  225  249  250  251  255  236  249  4.084680 0.849404 SUCCESS  98
110001000  261  239  249  223  247  247  257  233  4.605791 0.798758 SUCCESS  99
110001010  238  285  230  240  249  229  236  253  9.838079 0.276575 SUCCESS 100
110010000  252  246  236  259  230  228  253  249  3.876024 0.868132 SUCCESS 101
110010010  245  237  259  232  278  234  247  244  7.109663 0.524848 SUCCESS 102
110010100  228  249  276  227  232  251  252  263  9.344507 0.314072 SUCCESS 103
110011000  256  225  236  260  259  231  237  241  5.418172 0.712088 SUCCESS 104
110011010  239  237  229  231  229  246  227  255  4.753015 0.783619 SUCCESS 105
110100000  239  251  239  243  246  236  253  244  1.056520 0.997865 SUCCESS 106
110100010  234  263  280  265  240  257  261  228 12.325005 0.137281 SUCCESS 107
110100100  240  221  225  239  293  243  227  245 15.370112 0.052336 SUCCESS 108
110101000  243  239  238  238  253  250  228  234  2.450384 0.964004 SUCCESS 109
110101010  253  239  238  252  264  243  247  232  3.203453 0.920948 SUCCESS 110
110101100  259  228  243  251  246  215  231  243  6.588553 0.581603 SUCCESS 111
110110000  266  253  248  241  238  251  260  244  3.892971 0.866649 SUCCESS 112
110110010  262  212  255  260  241  231  261  274 13.053712 0.110015 SUCCESS 113
110110100  238  230  249  241  233  244  242  234  2.124161 0.976967 SUCCESS 114
110111000  236  254  218  245  247  232  233  260  5.837603 0.665417 SUCCESS 115
110111010  247  239  236  216  233  262  255  235  6.509115 0.590397 SUCCESS 116
110111100  235  258  261  250  242  253  220  248  5.403344 0.713724 SUCCESS 117
111000000  242  257  232  270  284  227  237  240 12.446809 0.132354 SUCCESS 118
111000010  232  241  237  229  236  234  226  241  3.995710 0.857510 SUCCESS 119
111000100  231  247  265  236  237  253  250  253  3.919450 0.864317 SUCCESS 120
111000110  252  237  250  228  229  267  248  247  5.010393 0.756465 SUCCESS 121
111001000  241  274  239  239  229  266  254  248  7.518502 0.481857 SUCCESS 122
111001010  230  248  282  232  228  222  268  243 13.205173 0.104983 SUCCESS 123
111001100  242  227  240  271  267  240  237  233  7.422117 0.491847 SUCCESS 124
111010000  231  238  242  251  251  265  247  250  3.335849 0.911549 SUCCESS 125
111010010  238  239  212  238  278  269  218  234 15.610543 0.048306 SUCCESS 126
111010100  243  231  241  233  220  245  227  225  6.562073 0.584531 SUCCESS 127
111010110  232  227  237  261  235  218  254  245  6.947610 0.542296 SUCCESS 128
111011000  258  226  242  239  235  234  258  226  5.332380 0.721532 SUCCESS 129
111011010  242  248  229  253  235  229  259  264  5.318610 0.723043 SUCCESS 130
111011100  247  255  233  256  226  249  218  219  8.716420 0.366780 SUCCESS 131
111100000  240  250  222  246  248  212  234  233  7.701738 0.463134 SUCCESS 132
111100010  256  286  244  233  241  252  243  249  8.961088 0.345589 SUCCESS 133
111100100  246  242  233  240  242  237  255  265  3.211926 0.920363 SUCCESS 134
111100110  239  218  228  269  264  238  239  229  9.638955 0.291286 SUCCESS 135
111101000  220  258  269  273  249  260  253  267 13.154333 0.106649 SUCCESS 136
111101010  259  234  240  218  264  256  244  221  8.872118 0.353199 SUCCESS 137
111101100  236  229  222  248  233  237  240  241  4.239319 0.834911 SUCCESS 138
111101110  249  237  228  230  245  254  245  222  4.756192 0.783288 SUCCESS 139
111110000  278  231  252  256  254  234  229  225  9.817955 0.278036 SUCCESS 140
111110010  237  239  270  226  206  204  270  264 22.043927 0.004835 FAILURE 141
111110100  240  243  250  264  256  256  268  251  5.707325 0.679978 SUCCESS 142
111110110  231  253  244  259  227  238  241  247  3.478836 0.900826 SUCCESS 143
111111000  285  248  241  241  260  271  244  236 11.632309 0.168379 SUCCESS 144
111111010  247  229  248  259  242  241  267  243  4.288040 0.830245 SUCCESS 145
111111100  264  261  252  253  246  260  248  235  4.975440 0.760198 SUCCESS 146
111111110  285  262  236  262  245  266  251  237 12.511418 0.129803 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  224  228  231  245  257  243  261  236  5.744396 0.675838 SUCCESS   0
000000011  227  229  243  261  230  248  249  228  5.534681 0.699195 SUCCESS   1
000000101  227  252  252  243  261  239  258  256  4.504111 0.809022 SUCCESS   2
000000111  230  248  246  262  229  248  242  230  4.174709 0.841026 SUCCESS   3
000001001  244  255  245  225  253  224  249  247  4.239319 0.834911 SUCCESS   4
000001011  224  249  254  233  246  249  266  252  5.159735 0.740375 SUCCESS   5
000001101  268  251  232  247  251  248  233  237  4.276389 0.831365 SUCCESS   6
000001111  241  274  249  261  255  240  234  256  6.734718 0.565506 SUCCESS   7
000010001  238  227  234  252  265  262  239  248  5.473249 0.706002 SUCCESS   8
000010011  242  228  243  234  257  234  262  242  4.069852 0.850767 SUCCESS   9
000010101  237  234  263  241  259  231  257  236  4.849399 0.773545 SUCCESS  10
000010111  229  253  226  226  230  262  260  230  8.198487 0.414326 SUCCESS  11
000011001  276  223  248  232  232  240  231  246  8.321351 0.402726 SUCCESS  12
000011011  263  231  238  225  266  256  224  239  8.399729 0.395428 SUCCESS  13
000011101  238  254  238  252  245  250  266  269  5.792058 0.670511 SUCCESS  14
000011111  262  265  266  275  233  223  248  264 13.418066 0.098252 SUCCESS  15
000100011  209  235  228  259  248  258  266  252 10.788152 0.213994 SUCCESS  16
000100101  239  247  247  234  254  248  244  217  4.209662 0.837729 SUCCESS  17
000100111  232  230  277  248  253  234  256  262  8.829751 0.356861 SUCCESS  18
000101001  232  244  265  245  246  244  223  224  6.093921 0.636712 SUCCESS  19
000101011  261  233  256  246  255  251  238  224  4.919304 0.766165 SUCCESS  20
000101101  257  262  259  235  239  232  224  240  5.868319 0.661979 SUCCESS  21
000101111  239  257  231  249  261  265  248  240  4.832453 0.775325 SUCCESS  22
000110011  259  223  248  234  234  244  252  242  4.042313 0.853286 SUCCESS  23
000110101  245  222  236  255  244  261  233  232  5.211635 0.734735 SUCCESS  24
000110111  242  242  229  243  266  258  217  229  7.942169 0.439140 SUCCESS  25
000111001  232  264  240  259  259  243  224  242  5.983768 0.649050 SUCCESS  26
000111011  216  248  258  219  245  280  254  251 12.974274 0.112738 SUCCESS  27
000111101  236  265  243  236  257  254  242  231  4.275330 0.831467 SUCCESS  28
000111111  259  258  235  277  232  252  263  243  9.085011 0.335175 SUCCESS  29
001000011  279  254  265  236  265  243  243  251  9.749109 0.283079 SUCCESS  30
001000101  254  230  237  235  273  250  240  235  5.929750 0.655101 SUCCESS  31
001000111  237  237  211  241  259  251  262  251  7.811891 0.452058 SUCCESS  32
001001011  233  237  243  248  257  242  241  224  3.287127 0.915069 SUCCESS  33
001001101  248  229  248  261  221  262  247  265  7.803418 0.452905 SUCCESS  34
001001111  248  246  269  219  211  249  253  253 10.791330 0.213805 SUCCESS  35
001010011  238  242  256  248  249  246  234  219  4.063497 0.851350 SUCCESS  36
001010101  245  238  258  218  251  230  251  251  5.315433 0.723391 SUCCESS  37
001010111  249  258  238  262  233  262  243  243  4.317697 0.827383 SUCCESS  38
001011011  249  270  241  240  239  252  224  241  5.181978 0.737961 SUCCESS  39
001011101  230  236  232  235  242  236  263  231  4.638625 0.795409 SUCCESS  40
001011111  232  267  240  226  260  235  236  219  8.678290 0.370157 SUCCESS  41
001100101  244  244  230  253  211  213  225  228 12.583442 0.127009 SUCCESS  42
001100111  224  239  241  244  228  241  238  216  6.521825 0.588988 SUCCESS  43
001101011  256  265  245  244  210  248  238  248  7.666785 0.466677 SUCCESS  44
001101101  277  234  226  261  239  235  243  242  8.099985 0.423765 SUCCESS  45
001101111  225  232  242  232  252  248  220  242  5.625769 0.689070 SUCCESS  46
001110101  231  238  238  256  249  225  260  255  4.864228 0.771984 SUCCESS  47
001110111  226  239  245  243  236  294  250  249 12.577087 0.127253 SUCCESS  48
001111011  244  250  229  234  239  218  219  249  7.327852 0.501708 SUCCESS  49
001111101  239  278  273  267  221  221  233  266 17.805138 0.022736 SUCCESS  50
001111111  257  243  231  235  252  249  267  241  4.411963 0.818175 SUCCESS  51
010000011  269  262  269  253  272  253  240  236 10.907838 0.206976 SUCCESS  52
010000111  259  259  253  247  256  235  265  272  8.331943 0.401735 SUCCESS  53
010001011  242  252  229  260  255  240  238  237  3.265944 0.916577 SUCCESS  54
010001111  243  249  222  261  232  258  265  239  6.782380 0.560284 SUCCESS  55
010010011  249  202  237  222  221  257  244  277 17.454554 0.025709 SUCCESS  56
010010111  240  239  226  257  246  238  241  261  3.699143 0.883197 SUCCESS  57
010011011  256  228  228  276  228  269  253  262 12.515655 0.129637 SUCCESS  58
010011111  248  262  272  222  229  246  253  221 10.366604 0.240232 SUCCESS  59
010100011  232  251  229  264  233  236  238  248  4.492460 0.810187 SUCCESS  60
010100111  240  234  260  239  288  264  252  219 14.451813 0.070723 SUCCESS  61
010101011  243  223  248  216  239  236  246  247  5.751810 0.675010 SUCCESS  62
010101111  240  230  230  249  218  229  262  243  7.083184 0.527685 SUCCESS  63
010110011  262  233  236  251  258  260  228  276  9.647429 0.290649 SUCCESS  64
010110111  243  273  262  234  231  243  231  232  7.413644 0.492730 SUCCESS  65
010111011  226  257  212  248  239  223  279  223 15.575590 0.048874 SUCCESS  66
010111111  241  250  228  231  233  232  222  223  7.130846 0.522583 SUCCESS  67
011000111  249  223  256  253  246  231  262  252  5.283658 0.726873 SUCCESS  68
011001111  239  239  272  238  241  253  231  253  5.112073 0.745533 SUCCESS  69
011010111  231  246  236  262  230  232  231  250  4.722299 0.786803 SUCCESS  70
011011111  235  258  228  236  236  244  240  242  2.920655 0.939238 SUCCESS  71
011101111  250  245  240  214  248  253  240  250  4.682051 0.790955 SUCCESS  72
011111111  239  247  254  239  236  232  236  241  1.894321 0.984082 SUCCESS  73
100000000  224  228  231  245  257  243  261  236  5.744396 0.675838 SUCCESS  74
100010000  277  231  270  250  246  249  250  226  9.945055 0.268904 SUCCESS  75
100100000  259  266  273  243  225  223  240  267 12.231798 0.141157 SUCCESS  76
100101000  259  275  239  231  244  240  265  219 10.410030 0.237418 SUCCESS  77
100110000  251  289  234  268  263  228  260  270 18.096409 0.020515 SUCCESS  78
100111000  254  207  240  249  257  291  227  242 17.698162 0.023607 SUCCESS  79
101000000  234  246  240  251  231  253  258  236  2.880406 0.941637 SUCCESS  80
101000100  230  207  263  239  238  250  256  258 10.023433 0.263385 SUCCESS  81
101001000  219  247  258  228  252  241  233  229  6.424382 0.599807 SUCCESS  82
101001100  232  288  234  278  244  215  209  235 23.248201 0.003060 FAILURE  83
101010000  265  247  259  242  250  220  269  252  8.334061 0.401537 SUCCESS  84
101010100  273  248  246  236  260  247  255  260  6.562073 0.584531 SUCCESS  85
101011000  251  249  249  227  240  243  247  245  1.759807 0.987511 SUCCESS  86
101011100  256  237  236  252  258  263  214  261  8.731249 0.365472 SUCCESS  87
101100000  276  243  237  212  232  252  236  264 11.736107 0.163372 SUCCESS  88
101100100  220  246  257  244  237  232  259  272  8.250387 0.409402 SUCCESS  89
101101000  230  250  256  261  239  228  230  225  6.403198 0.602164 SUCCESS  90
101101100  240  254  230  239  233  267  223  251  6.273980 0.616572 SUCCESS  91
101110000  238  217  228  245  276  224  225  259 12.888482 0.115745 SUCCESS  92
101110100  259  254  251  239  246  246  240  241  1.805351 0.986409 SUCCESS  93
101111000  251  237  269  248  271  262  270  244 10.350716 0.241268 SUCCESS  94
101111100  256  274  246  238  242  231  262  211 11.303967 0.185064 SUCCESS  95
110000000  227  225  252  256  270  251  271  230 10.594325 0.225761 SUCCESS  96
110000010  240  245  219  225  226  243  240  242  5.787822 0.670985 SUCCESS  97
110000100  226  212  254  249  280  280  248  252 17.509630 0.025219 SUCCESS  98
110001000  246  245  255  268  260  234  255  229  5.906449 0.657710 SUCCESS  99
110001010  234  243  271  235  262  270  237  243  8.263097 0.408201 SUCCESS 100
110010000  240  236  268  246  248  221  256  255  6.209371 0.623792 SUCCESS 101
110010010  232  230  219  254  229  246  231  252  6.532417 0.587814 SUCCESS 102
110010100  253  252  220  234  246  248  276  223  9.770292 0.281520 SUCCESS 103
110011000  249  248  233  265  242  251  271  258  6.629860 0.577042 SUCCESS 104
110011010  259  244  235  246  232  234  240  267  4.651335 0.794109 SUCCESS 105
110100000  242  255  241  232  248  246  236  227  2.785081 0.947112 SUCCESS 106
110100010  223  215  260  253  214  253  241  248 11.169453 0.192281 SUCCESS 107
110100100  237  251  234  244  239  253  230  253  2.473686 0.962947 SUCCESS 108
110101000  258  220  250  270  248  239  263  260  9.016165 0.340934 SUCCESS 109
110101010  271  233  236  234  248  253  250  256  5.439356 0.709749 SUCCESS 110
110101100  246  242  269  223  246  255  245  252  5.328143 0.721997 SUCCESS 111
110110000  231  252  259  240  224  254  253  242  4.483986 0.811033 SUCCESS 112
110110010  249  255  252  244  244  239  258  239  1.902795 0.983848 SUCCESS 113
110110100  230  261  245  261  239  232  223  232  6.509115 0.590397 SUCCESS 114
110111000  238  200  214  262  276  227  246  246 19.183115 0.013910 SUCCESS 115
110111010  256  258  209  252  254  242  265  233  9.705683 0.286294 SUCCESS 116
110111100  246  233  270  226  251  249  234  229  6.472044 0.594510 SUCCESS 117
111000000  228  207  239  249  285  245  287  222 24.096594 0.002208 FAILURE 118
111000010  231  225  244  233  281  252  221  252 11.355866 0.182339 SUCCESS 119
111000100  241  218  280  254  263  260  237  239 11.702214 0.164993 SUCCESS 120
111000110  272  235  224  257  255  242  247  231  7.347976 0.499596 SUCCESS 121
111001000  238  241  238  255  228  235  257  249  3.117660 0.926758 SUCCESS 122
111001010  256  271  222  237  214  287  247  250 17.760653 0.023094 SUCCESS 123
111001100  260  261  225  236  241  222  259  245  7.159444 0.519532 SUCCESS 124
111010000  238  246  230  223  242  272  231  233  7.475076 0.486346 SUCCESS 125
111010010  261  263  229  230  261  225  244  255  7.787530 0.454495 SUCCESS 126
111010100  249  255  246  253  244  254  284  273 11.632309 0.168379 SUCCESS 127
111010110  235  250  247  235  245  239  241  246  1.057579 0.997858 SUCCESS 128
111011000  213  255  281  254  235  243  255  252 11.901338 0.155661 SUCCESS 129
111011010  224  244  249  236  249  243  233  239  2.838040 0.944106 SUCCESS 130
111011100  207  227  234  276  255  247  254  242 12.788920 0.119322 SUCCESS 131
111100000  242  240  233  245  260  260  267  226  6.362950 0.606646 SUCCESS 132
111100010  251  263  285  224  259  262  250  264 14.614925 0.067080 SUCCESS 133
111100100  261  252  217  265  214  229  256  219 14.518541 0.069212 SUCCESS 134
111100110  257  250  240  229  233  219  254  251  5.702029 0.680569 SUCCESS 135
111101000  256  232  235  245  232  266  244  243  4.231904 0.835617 SUCCESS 136
111101010  229  272  264  244  219  272  283  253 18.637644 0.016922 SUCCESS 137
111101100  222  236  288  248  231  234  226  240 13.200936 0.105120 SUCCESS 138
111101110  222  239  230  256  249  220  243  243  6.205134 0.624266 SUCCESS 139
111110000  243  241  235  238  246  243  253  246  0.927301 0.998667 SUCCESS 140
111110010  265  264  233  237  214  240  230  201 16.900609 0.031161 SUCCESS 141
111110100  241  255  243  241  218  229  227  239  5.803709 0.669209 SUCCESS 142
111110110  246  242  278  244  251  244  216  242  8.466457 0.389280 SUCCESS 143
111111000  227  255  226  240  211  259  247  261 10.035084 0.262572 SUCCESS 144
111111010  272  273  240  246  217  245  241  235 10.425917 0.236395 SUCCESS 145
111111100  235  259  232  243  228  243  246  237  3.255352 0.917326 SUCCESS 146
111111110  239  247  254  239  236  232  236  241  1.894321 0.984082 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  238  269  240  239  243  254  245  236  3.665250 0.885993 SUCCESS   0
000000011  235  249  249  247  245  249  242  223  2.602905 0.956759 SUCCESS   1
000000101  220  229  237  248  221  262  249  250  7.579933 0.475540 SUCCESS   2
000000111  248  237  261  262  251  248  232  240  3.797646 0.874903 SUCCESS   3
000001001  255  249  242  236  255  207  206  217 16.516131 0.035561 SUCCESS   4
000001011  210  236  245  228  246  266  255  229  9.830665 0.277113 SUCCESS   5
000001101  240  259  221  264  238  236  240  244  5.459480 0.707525 SUCCESS   6
000001111  280  222  262  248  250  247  231  216 13.206232 0.104948 SUCCESS   7
000010001  267  255  249  251  236  250  273  208 12.506122 0.130010 SUCCESS   8
000010011  257  231  242  252  262  230  207  226 11.144033 0.193671 SUCCESS   9
000010101  251  232  254  257  218  233  236  256  6.231613 0.621305 SUCCESS  10
000010111  221  236  230  216  241  243  220  267 11.471316 0.176397 SUCCESS  11
000011001  251  221  259  241  230  237  231  240  5.306960 0.724320 SUCCESS  12
000011011  235  258  227  245  255  253  244  255  3.749983 0.878947 SUCCESS  13
000011101  234  273  259  244  239  243  247  280 10.508532 0.231130 SUCCESS  14
