alpha,rho,RMSEz_half,RMSE_x1_half,RMSE_x2_half,RMSE_x3_half,E_ss,ChatIdx
1.1,1.6,6.24454114536693,1.64218592869506,0.210310269475123,2.22732094245684,6.44880027738822,0
1.2,2,6.35430871648115,1.79914033802131,0.241969584554595,2.53229444629418,6.53317544851595,0
1.05,1.8,6.25667120882108,1.65654454816404,0.216167862219604,2.36571548793811,6.37798212529998,0
